asset_id,asset_type,building,criticality,asset_age_years,previous_failures,days_since_maintenance,maintenance_count_12m,complaints_30d,severity,usage_hours_day,failure_next_30d
AST-0346,Electrical,Girls Hostel,High,8.4,3,201,2,0,1,9.5,1
AST-0347,Furniture,Science Block,High,3.3,2,69,1,0,5,16,0
AST-0348,HVAC,Main Library,Low,6.9,2,38,1,0,4,9.8,1
AST-0349,Furniture,Science Block,Critical,5.7,4,293,2,0,2,11.8,1
AST-0350,HVAC,Science Block,Low,8.9,5,337,4,0,1,14,1
AST-0351,HVAC,Girls Hostel,Critical,8.3,3,268,1,0,2,12.1,1
AST-0352,Plumbing,Main Library,Low,4.5,3,225,4,1,2,5.1,1
AST-0353,HVAC,Block C,Critical,5,2,265,3,0,5,5.3,1
AST-0354,Electrical,Main Library,Medium,8.5,3,339,1,0,2,18,1
AST-0355,Plumbing,Block B,Medium,2.1,0,18,0,0,3,5.4,0
AST-0356,Lab Equipment,Auditorium,Critical,7.8,3,252,2,0,1,19.1,1
AST-0357,Plumbing,Girls Hostel,Medium,3.5,1,159,4,1,3,6.6,1
AST-0358,Civil,Block C,Critical,9.8,6,16,1,1,5,13.9,1
AST-0359,Electrical,Girls Hostel,Medium,1.8,1,97,3,1,2,13,0
AST-0360,Lab Equipment,Block C,Critical,8.5,3,83,3,1,4,17.8,1
AST-0361,Elevator,Block A,Low,4,1,36,0,0,5,18.8,0
AST-0362,Plumbing,Boys Hostel,Low,4,3,312,3,0,5,21.3,1
AST-0363,Civil,Boys Hostel,Critical,1.4,0,25,1,0,5,19,1
AST-0364,HVAC,Auditorium,Low,2.3,1,72,3,2,5,7.5,0
AST-0365,Electrical,Block C,Medium,1.7,2,260,3,0,1,6.6,0
AST-0366,Plumbing,Science Block,Medium,2,1,97,3,0,5,6,1
AST-0367,HVAC,Block B,High,8.6,3,39,1,2,2,5.5,1
AST-0368,Lab Equipment,Auditorium,Medium,5,1,107,3,2,4,23.3,0
AST-0369,Civil,Boys Hostel,Critical,0.7,2,239,0,0,2,23.5,1
AST-0370,Civil,Block A,Low,8.8,6,83,3,0,2,8.8,0
AST-0371,Furniture,Boys Hostel,Critical,2.7,2,137,0,0,2,23.2,0
AST-0372,HVAC,Block A,Medium,7.5,3,306,3,1,3,5.8,1
AST-0373,Civil,Science Block,Critical,4,1,104,1,0,5,22.3,1
AST-0374,Security/CCTV,Boys Hostel,Low,9,3,225,2,2,1,13.3,1
AST-0375,Elevator,Science Block,Medium,9.7,4,293,2,0,2,6.1,1
AST-0376,Furniture,Block B,High,2.4,2,359,3,0,1,7.7,0
AST-0377,Plumbing,Science Block,Medium,10,4,237,3,0,3,17.2,1
AST-0378,HVAC,Block A,Medium,8.8,6,188,0,1,3,12.7,1
AST-0379,Security/CCTV,Main Library,Low,1,2,290,2,1,3,7.9,1
AST-0380,Lab Equipment,Block C,Medium,4.6,2,262,4,0,2,4,0
AST-0381,Plumbing,Girls Hostel,High,10,6,135,1,0,3,11.6,1
AST-0382,Furniture,Science Block,Low,8.1,3,251,0,0,2,19.6,1
AST-0383,Security/CCTV,Science Block,Critical,1.4,0,231,1,0,3,22.3,0
AST-0384,Security/CCTV,Block A,High,8.2,5,329,3,0,1,13.4,1
AST-0385,Elevator,Main Library,High,8.7,6,237,4,1,2,18.2,0
AST-0386,Civil,Boys Hostel,Low,7.3,4,50,3,1,2,7.3,0
AST-0387,Plumbing,Girls Hostel,Low,7.6,2,30,4,0,4,4.4,0
AST-0388,HVAC,Boys Hostel,Low,3.5,1,129,4,1,2,18.9,1
AST-0389,Electrical,Boys Hostel,Medium,8.6,4,59,0,1,2,15.3,1
AST-0390,HVAC,Block B,Medium,6.1,3,266,2,1,3,6.1,1
AST-0391,Furniture,Auditorium,Critical,4.2,2,64,3,0,4,18.2,1
AST-0392,Civil,Block B,Medium,3,2,330,4,1,4,9.5,1
AST-0393,Security/CCTV,Boys Hostel,High,3.7,2,107,2,1,4,6.7,0
AST-0394,HVAC,Science Block,Critical,9,6,356,0,2,5,11.6,1
AST-0395,Furniture,Boys Hostel,Medium,2.2,1,344,1,0,1,5.8,0
AST-0396,Security/CCTV,Block A,Medium,0.7,0,121,3,1,5,5.7,0
AST-0397,Furniture,Boys Hostel,Critical,2.2,2,155,2,0,3,8.7,1
AST-0398,Elevator,Auditorium,Critical,1.4,1,259,4,0,3,18,0
AST-0399,Civil,Block B,Medium,1.5,0,28,2,1,4,6.5,0
AST-0400,Civil,Science Block,Low,3.9,3,293,2,0,3,9.7,1
AST-0401,Elevator,Boys Hostel,Low,6.7,2,256,1,0,4,22.4,1
AST-0402,Civil,Science Block,Low,8.2,3,326,1,1,4,10.7,1
AST-0403,Elevator,Girls Hostel,Critical,8.9,4,116,4,1,2,5.5,1
AST-0404,Furniture,Girls Hostel,High,9.6,4,250,4,1,1,5.7,0
AST-0405,HVAC,Girls Hostel,Low,4.7,2,340,1,1,2,17.8,1
AST-0406,Security/CCTV,Main Library,Medium,2.1,1,235,0,0,5,13.3,0
AST-0407,HVAC,Main Library,Medium,0.9,1,335,0,0,5,22.4,0
AST-0408,Lab Equipment,Boys Hostel,High,9.3,4,300,3,1,3,17.3,1
AST-0409,HVAC,Block B,Critical,2.4,1,58,4,0,4,13.6,1
AST-0410,Civil,Block C,Critical,7.3,4,340,1,0,3,21.6,1
AST-0411,Civil,Auditorium,Low,5.6,4,49,2,0,3,22,1
AST-0412,Plumbing,Main Library,Critical,7.7,3,142,2,0,4,20.2,0
AST-0413,Plumbing,Science Block,Low,6.2,4,325,3,2,4,13.3,1
AST-0414,Electrical,Block C,Low,7.1,3,217,1,0,3,21.3,1
AST-0415,Furniture,Boys Hostel,High,1.5,2,318,4,1,5,6,1
AST-0416,Civil,Girls Hostel,Medium,3.8,3,233,2,0,2,21.3,1
AST-0417,HVAC,Block C,Medium,4.5,2,200,2,0,3,5.3,1
AST-0418,Plumbing,Block B,High,6.9,4,232,0,0,3,8.4,0
AST-0419,Furniture,Block C,Critical,1.9,0,257,2,0,5,7.8,0
AST-0420,Furniture,Auditorium,Medium,4.8,3,115,3,0,1,17.7,0
AST-0421,Furniture,Block B,Critical,5.2,3,133,1,1,2,19,0
AST-0422,Electrical,Girls Hostel,Medium,0.9,1,294,4,1,4,23.3,1
AST-0423,HVAC,Science Block,High,2.7,1,327,4,2,2,12.6,1
AST-0424,Furniture,Block C,High,5,2,284,1,1,5,20.7,1
AST-0425,Electrical,Boys Hostel,Critical,0.7,0,350,0,2,3,8.4,1
AST-0426,Elevator,Science Block,High,7.3,5,337,2,0,2,16.5,1
AST-0427,Civil,Block A,Low,5.5,3,30,1,0,3,11,1
AST-0428,Civil,Block A,Medium,8,5,355,4,0,1,15,1
AST-0429,HVAC,Block A,Medium,3.3,3,157,1,1,3,15.6,1
AST-0430,Security/CCTV,Block C,Critical,9.7,5,72,0,0,3,10.6,0
AST-0431,Plumbing,Main Library,Low,4.2,4,25,1,0,4,4.2,0
AST-0432,Furniture,Main Library,Critical,2.7,3,16,4,0,3,20.4,0
AST-0433,Security/CCTV,Girls Hostel,Medium,3.5,2,329,3,0,4,21.5,0
AST-0434,HVAC,Auditorium,High,3.2,1,151,4,0,1,7.3,0
AST-0435,Civil,Block C,Critical,9.7,6,292,4,0,5,19.5,1
AST-0436,Plumbing,Auditorium,High,4.8,3,191,3,0,1,16,1
AST-0437,Plumbing,Girls Hostel,Critical,1.1,1,209,3,1,4,22.2,1
AST-0438,HVAC,Block C,Medium,8.3,6,340,0,0,1,14.7,1
AST-0439,Electrical,Main Library,Low,9.8,3,255,0,1,4,10.6,1
AST-0440,Civil,Science Block,High,7.2,2,120,2,0,1,11.5,0
AST-0441,Civil,Girls Hostel,High,7,4,291,3,0,3,14.8,1
AST-0442,Furniture,Block A,Medium,6.5,4,29,1,0,4,17.7,1
AST-0443,Plumbing,Block A,High,5.1,4,151,2,0,5,11.7,1
AST-0444,Plumbing,Auditorium,Low,3.1,2,183,2,1,1,11.3,0
AST-0445,HVAC,Girls Hostel,Critical,7.5,4,61,1,0,4,12.4,1
AST-0446,Lab Equipment,Girls Hostel,High,7.6,5,256,4,0,4,16.4,1
AST-0447,Plumbing,Boys Hostel,High,5.4,3,191,4,1,1,21.3,1
AST-0448,Furniture,Boys Hostel,Low,2.8,3,102,1,0,4,13.5,1
AST-0449,Security/CCTV,Block C,Medium,1.8,1,99,3,0,3,19.5,0
AST-0450,Lab Equipment,Block C,Medium,2,0,153,4,0,5,18.3,1
AST-0451,Security/CCTV,Block A,High,6.6,2,265,0,0,1,13.3,1
AST-0452,Elevator,Boys Hostel,Critical,5.6,1,208,4,0,4,10.9,1
AST-0453,Electrical,Science Block,Low,3.4,1,117,0,0,3,16.4,0
AST-0454,HVAC,Girls Hostel,Low,9.1,4,166,2,0,3,6.2,1
AST-0455,Lab Equipment,Block C,High,2.2,0,211,1,2,4,23.3,1
AST-0456,Electrical,Boys Hostel,Low,8.5,4,301,1,0,3,6.2,0
AST-0457,Plumbing,Block C,Low,8.6,5,258,1,1,3,6.8,0
AST-0458,Security/CCTV,Girls Hostel,Low,7.6,4,239,3,0,2,13.4,1
AST-0459,Elevator,Girls Hostel,Critical,4.4,2,209,3,0,4,22.9,1
AST-0460,Lab Equipment,Auditorium,Medium,8.5,3,106,0,0,5,10.6,1
AST-0461,HVAC,Block B,Critical,8.5,6,73,0,0,4,12.7,1
AST-0462,Civil,Block B,Medium,8.3,5,151,0,1,4,6.3,1
AST-0463,Lab Equipment,Auditorium,High,3.9,2,87,1,0,5,8.3,1
AST-0464,Elevator,Boys Hostel,High,3.7,3,176,4,2,4,17.6,1
AST-0465,Lab Equipment,Block B,Critical,3.4,0,276,1,2,1,12.8,1
AST-0466,Lab Equipment,Block C,Low,2.5,1,282,0,0,3,17,0
AST-0467,Elevator,Block C,Medium,4.1,1,43,4,1,3,9.7,0
AST-0468,Civil,Main Library,Critical,0.5,0,140,3,0,3,6.3,0
AST-0469,HVAC,Block B,High,8,3,216,1,0,5,14.9,1
AST-0470,Electrical,Auditorium,Critical,0.6,0,115,1,1,2,23.5,0
AST-0471,Electrical,Main Library,Critical,6.8,4,232,0,0,4,5.1,0
AST-0472,Civil,Boys Hostel,Low,2.7,2,333,4,0,3,17.6,0
AST-0473,Furniture,Block B,Critical,9.8,4,176,3,1,2,20.8,1
AST-0474,Security/CCTV,Science Block,High,1.2,2,134,4,1,1,23.4,1
AST-0475,Civil,Boys Hostel,Critical,1.6,1,53,3,0,3,6.7,0
AST-0476,Electrical,Block A,High,9.3,4,252,1,0,1,8.8,1
AST-0477,Lab Equipment,Main Library,Critical,6,4,216,0,0,2,7.7,1
AST-0478,Security/CCTV,Auditorium,Medium,6.1,3,34,1,0,2,23.9,0
AST-0479,Plumbing,Main Library,Critical,3.8,1,352,0,0,4,21.1,1
AST-0480,Security/CCTV,Boys Hostel,High,8.1,4,357,3,0,2,16.1,1
AST-0481,Civil,Block C,High,3.5,1,33,2,2,3,15.1,0
AST-0482,Security/CCTV,Block A,Low,2.4,0,41,0,0,5,11.1,1
AST-0483,Furniture,Auditorium,High,9.7,5,295,2,0,5,8.5,1
AST-0484,Civil,Block A,High,2.3,1,309,1,1,1,20.2,0
AST-0485,Furniture,Block A,Medium,9.7,5,270,0,0,5,23.1,1
AST-0486,Furniture,Auditorium,Low,0.9,0,48,3,1,1,12.4,0
AST-0487,Elevator,Boys Hostel,Critical,5.6,2,352,2,1,5,5.9,1
AST-0488,Civil,Block A,Critical,0.5,1,236,3,0,1,4.1,1
AST-0489,Civil,Block C,Medium,5.7,1,279,0,1,1,13.9,1
AST-0490,Elevator,Girls Hostel,Medium,6.1,3,94,1,0,5,9.2,1
AST-0491,Plumbing,Boys Hostel,High,8.8,3,258,0,2,5,21.2,1
AST-0492,Electrical,Science Block,Critical,8.1,4,86,0,0,1,12.5,1
AST-0493,Security/CCTV,Auditorium,High,1.1,0,83,0,0,2,7.9,0
AST-0494,Plumbing,Boys Hostel,Low,9,3,46,1,2,1,4.4,0
AST-0495,Elevator,Science Block,Low,2.2,0,358,1,1,5,21.2,1
AST-0496,Lab Equipment,Block B,Medium,4.7,2,277,2,0,4,18.6,1
AST-0497,Furniture,Auditorium,Low,9.3,6,249,2,1,3,11.5,1
AST-0498,Elevator,Block A,Critical,9.8,6,257,4,1,5,9.7,1
AST-0499,Elevator,Block A,Critical,3.5,2,82,2,0,4,11.8,1
AST-0500,Elevator,Block A,High,9.8,4,88,0,1,1,5.8,1
AST-0501,Civil,Block B,High,6.8,2,146,3,1,3,8.7,0
AST-0502,Plumbing,Girls Hostel,Medium,0.8,0,31,2,0,4,19.8,0
AST-0503,Furniture,Main Library,High,8.3,4,22,3,1,2,23.1,1
AST-0504,Furniture,Girls Hostel,Low,7,3,104,2,1,1,7.5,1
AST-0505,HVAC,Block B,Low,1.5,2,24,2,0,4,8.7,0
AST-0506,Furniture,Block C,Critical,9,4,63,0,0,5,21.1,0
AST-0507,Lab Equipment,Block C,Critical,5,3,162,2,0,4,20.7,1
AST-0508,Plumbing,Science Block,High,5.1,4,203,3,1,1,15,1
AST-0509,Civil,Block A,Low,3.4,2,199,0,4,4,13.4,0
AST-0510,Plumbing,Boys Hostel,Low,7.8,5,58,4,0,4,10,1
AST-0511,Lab Equipment,Main Library,Medium,3,3,343,1,0,4,22.2,1
AST-0512,Security/CCTV,Science Block,Low,0.8,0,184,2,0,4,17.5,1
AST-0513,Civil,Boys Hostel,High,3.7,2,348,3,1,3,23,1
AST-0514,Security/CCTV,Block A,Low,1.2,0,308,4,0,1,8.8,0
AST-0515,HVAC,Girls Hostel,Medium,4.9,4,39,4,2,2,23.8,1
AST-0516,Electrical,Auditorium,Low,9.7,5,38,3,0,5,9.1,1
AST-0517,Civil,Main Library,Low,1.3,2,136,1,1,2,5.6,0
AST-0518,HVAC,Block A,Medium,1,2,184,0,0,3,23,1
AST-0519,HVAC,Block C,High,3,1,141,0,0,1,21,0
AST-0520,Lab Equipment,Boys Hostel,Low,7.6,2,175,2,2,3,16.5,1
AST-0521,Electrical,Block C,High,3.1,1,97,4,1,3,12.3,1
AST-0522,Furniture,Science Block,Medium,3.5,3,293,3,0,4,18.8,1
AST-0523,Electrical,Block B,Medium,6.4,3,133,0,0,2,10.7,0
AST-0524,Security/CCTV,Block B,Critical,3,1,319,0,1,2,5.9,0
AST-0525,HVAC,Block C,Low,9.4,4,336,3,1,5,21.7,1
AST-0526,Security/CCTV,Girls Hostel,Medium,7.7,2,355,4,0,2,7,1
AST-0527,HVAC,Auditorium,Medium,6.7,4,345,4,0,4,4.6,1
AST-0528,Furniture,Auditorium,Critical,2.1,1,34,2,0,3,17.1,0
AST-0529,Elevator,Boys Hostel,Critical,8.3,4,94,2,0,3,24,0
AST-0530,Furniture,Block C,Medium,5.1,3,331,2,0,5,15.1,0
AST-0531,Elevator,Block B,Critical,3.8,1,198,3,0,4,20.8,1
AST-0532,Elevator,Auditorium,Medium,8.4,4,163,4,0,1,19.4,1
AST-0533,Electrical,Main Library,High,8.4,3,61,0,0,2,5.1,1
AST-0534,Civil,Block B,Low,3.8,3,249,1,1,4,20,1
AST-0535,Lab Equipment,Block B,Low,5.7,3,322,4,1,2,14.5,1
AST-0536,Furniture,Block C,High,9.6,5,196,4,1,3,17.1,1
AST-0537,Lab Equipment,Girls Hostel,High,7,4,79,0,1,1,5.8,1
AST-0538,Civil,Science Block,Medium,5.2,4,100,1,0,5,22.9,0
AST-0539,Lab Equipment,Block B,Low,4.2,2,324,4,0,4,13.9,1
AST-0540,Electrical,Block A,High,5.2,2,17,0,0,5,7.1,0
AST-0541,Furniture,Block C,Medium,4.5,1,97,4,1,4,6.4,0
AST-0542,HVAC,Auditorium,High,4.1,3,232,4,1,5,11.7,1
AST-0543,Electrical,Block B,Medium,5.7,2,239,0,1,5,14.9,1
AST-0544,Civil,Main Library,Medium,6.7,4,110,4,0,3,14,1
AST-0545,Furniture,Girls Hostel,Low,6.1,4,31,0,0,1,5.7,0
AST-0546,Electrical,Science Block,Medium,2.7,2,288,4,1,5,22.6,1
AST-0547,Civil,Boys Hostel,Low,0.7,0,329,4,1,1,20.2,0
AST-0548,Furniture,Block A,Critical,4.3,2,52,1,2,5,11.2,1
AST-0549,Plumbing,Girls Hostel,Critical,1.2,1,49,1,0,3,8.6,0
AST-0550,Elevator,Science Block,High,4.5,1,11,0,0,4,21.7,1
AST-0551,Furniture,Boys Hostel,Low,7.5,3,84,2,0,3,18.1,1
AST-0552,Elevator,Block B,Critical,7,3,141,1,0,1,21.9,1
AST-0553,Lab Equipment,Block B,Medium,0.9,0,56,2,1,4,23.5,1
AST-0554,Plumbing,Block B,Low,5.1,2,234,1,0,4,13.2,1
AST-0555,Civil,Block C,Medium,3.8,1,221,2,1,1,4.2,0
AST-0556,Civil,Main Library,Low,7.6,3,310,0,0,3,22.7,1
AST-0557,Lab Equipment,Auditorium,High,7.7,4,254,2,0,5,12.5,1
AST-0558,Furniture,Block A,Critical,5,3,177,2,0,4,6.5,1
AST-0559,Lab Equipment,Block C,Medium,3.5,3,75,2,1,2,6.7,0
AST-0560,Lab Equipment,Main Library,Low,1.4,1,216,3,2,1,4.8,1
AST-0561,HVAC,Block C,Low,6.7,5,339,2,0,5,17.7,1
AST-0562,Plumbing,Auditorium,Medium,6.2,2,40,0,1,5,4.6,1
AST-0563,Electrical,Boys Hostel,High,2.3,0,254,0,0,1,16.9,0
AST-0564,HVAC,Block A,Critical,2,1,77,4,1,1,5.9,0
AST-0565,HVAC,Auditorium,High,4.4,2,229,1,1,3,7.1,0
AST-0566,Elevator,Main Library,Low,4.7,1,262,2,0,2,22.6,1
AST-0567,Civil,Girls Hostel,Medium,9.2,5,338,2,0,1,13.8,1
AST-0568,Plumbing,Boys Hostel,High,3.9,2,67,1,1,1,10.5,0
AST-0569,HVAC,Block A,Low,9.7,6,178,1,0,4,6.5,1
AST-0570,Electrical,Block B,Medium,4,2,222,4,0,4,17.5,1
AST-0571,Plumbing,Girls Hostel,Medium,7.4,4,311,0,1,1,19.4,1
AST-0572,Lab Equipment,Block B,Critical,7.2,2,19,4,0,4,4.6,1
AST-0573,Electrical,Auditorium,Critical,4.2,1,21,3,0,3,18.2,1
AST-0574,Security/CCTV,Block C,Medium,0.8,0,129,2,0,4,8.1,0
AST-0575,Electrical,Auditorium,Critical,3,2,36,1,2,2,4.1,1
AST-0576,Plumbing,Block B,High,6.1,2,137,2,2,5,19.6,1
AST-0577,Furniture,Girls Hostel,Low,8.2,4,13,3,0,2,13,1
AST-0578,Furniture,Girls Hostel,High,2.6,0,27,2,2,1,10.8,1
AST-0579,Elevator,Girls Hostel,High,7.5,3,196,0,1,3,22.5,1
AST-0580,Electrical,Auditorium,Critical,6.1,2,173,3,0,4,22.5,0
AST-0581,Furniture,Girls Hostel,Medium,2.2,0,183,4,0,4,8.4,0
AST-0582,Electrical,Boys Hostel,Medium,1,0,248,1,0,5,15.1,1
AST-0583,Civil,Block C,Critical,2.6,0,342,2,1,3,17.1,1
AST-0584,Lab Equipment,Girls Hostel,Medium,5.3,1,345,3,2,4,13.4,1
AST-0585,Elevator,Block A,Low,5.8,2,116,1,0,4,22.1,1
AST-0586,Elevator,Science Block,Low,8.5,3,93,1,1,5,17.6,1
AST-0587,Lab Equipment,Auditorium,Medium,8.7,4,151,2,0,4,18.7,1
AST-0588,Security/CCTV,Auditorium,Low,9.2,4,331,1,4,3,5.9,1
AST-0589,HVAC,Science Block,Low,7.7,5,98,3,0,3,13,1
AST-0590,Plumbing,Auditorium,High,0.7,1,234,2,0,5,20,0
AST-0591,Security/CCTV,Block A,High,6.4,3,260,3,0,3,13.9,1
AST-0592,Electrical,Boys Hostel,Critical,6.5,4,294,1,1,5,14.2,1
AST-0593,HVAC,Block A,High,7.6,5,345,4,0,3,22.3,1
AST-0594,Lab Equipment,Block B,High,5.8,4,90,4,0,1,16.4,0
AST-0595,Elevator,Boys Hostel,Low,0.6,0,238,0,0,4,15.5,1
AST-0596,Elevator,Boys Hostel,Medium,5.8,4,53,1,0,2,17.5,0
AST-0597,Electrical,Main Library,Critical,9.1,5,34,2,1,2,17.4,1
AST-0598,Electrical,Block B,Low,7,5,179,1,0,1,10.2,1
AST-0599,Elevator,Science Block,High,5.2,2,43,3,0,4,10.9,1
AST-0600,Security/CCTV,Auditorium,Critical,1.8,2,160,0,2,1,18,1
AST-0601,HVAC,Block A,High,0.7,0,31,3,1,4,6.1,0
AST-0602,Furniture,Girls Hostel,Low,8.1,5,322,2,0,5,15.4,1
AST-0603,Plumbing,Main Library,High,1.4,2,193,2,0,5,11.5,0
AST-0604,Security/CCTV,Main Library,Low,5.2,4,14,1,1,5,23.7,0
AST-0605,Electrical,Girls Hostel,Critical,6.9,2,208,2,2,5,5.7,1
AST-0606,Lab Equipment,Block B,Low,0.8,0,77,1,1,5,14.8,1
AST-0607,HVAC,Block C,Critical,8.1,3,161,2,1,4,6.5,1
AST-0608,Security/CCTV,Science Block,Medium,3.2,1,203,3,2,2,11.6,1
AST-0609,Electrical,Block A,Medium,1.5,2,48,4,0,5,20.4,0
AST-0610,HVAC,Main Library,Medium,4.2,1,320,2,0,2,19.1,0
AST-0611,Civil,Block C,Critical,8.8,5,174,0,0,4,20.1,1
AST-0612,Plumbing,Block A,High,6.6,4,72,0,0,4,9.8,1
AST-0613,Furniture,Science Block,High,9.4,6,180,2,0,1,18.8,1
AST-0614,Civil,Girls Hostel,Medium,1.6,1,162,4,0,5,7.1,1
AST-0615,Elevator,Auditorium,Low,7.6,4,319,0,0,1,7.4,1
AST-0616,Security/CCTV,Auditorium,Critical,3.2,1,165,1,0,5,18.1,1
AST-0617,Security/CCTV,Girls Hostel,Medium,6.4,2,297,2,1,2,8.4,1
AST-0618,HVAC,Girls Hostel,Medium,7.1,5,189,4,1,4,21,1
AST-0619,HVAC,Block A,Critical,0.7,0,56,3,0,1,8.3,1
AST-0620,Electrical,Block C,High,2.6,0,344,3,0,2,10.3,1
AST-0621,Lab Equipment,Science Block,Critical,6.7,3,291,0,1,4,23.8,1
AST-0622,HVAC,Science Block,Low,4.3,1,244,4,0,5,10.4,1
AST-0623,Electrical,Block C,Low,6.2,4,28,0,1,3,5.4,0
AST-0624,Furniture,Block C,Medium,8,3,140,4,0,5,8.7,1
AST-0625,Electrical,Block B,Low,2.3,1,269,1,1,1,6.1,1
AST-0626,Security/CCTV,Block C,Critical,8.7,4,357,1,1,3,9.8,1
AST-0627,HVAC,Science Block,High,1.7,2,47,3,0,4,18.9,1
AST-0628,Electrical,Auditorium,High,8.4,4,328,4,0,3,20.9,1
AST-0629,Security/CCTV,Girls Hostel,Critical,6.4,5,87,1,2,2,11.7,1
AST-0630,Lab Equipment,Main Library,Medium,1.6,0,53,1,1,2,20,0
AST-0631,Plumbing,Block A,High,4.4,2,260,3,0,1,13.3,1
AST-0632,Plumbing,Main Library,High,8.4,5,40,4,0,4,8.6,1
AST-0633,HVAC,Boys Hostel,Critical,6.6,4,218,3,1,2,6.2,1
AST-0634,Lab Equipment,Block B,Critical,3.2,3,152,2,1,5,15.7,1
AST-0635,Civil,Block A,Medium,6.4,2,337,3,0,4,23.1,1
AST-0636,Civil,Block A,High,6.9,5,74,0,0,5,6.2,0
AST-0637,HVAC,Auditorium,Low,3,1,247,0,0,5,23.3,0
AST-0638,HVAC,Block B,High,8.2,5,134,4,2,4,11.6,1
AST-0639,Civil,Girls Hostel,High,6,2,317,0,1,4,14.9,1
AST-0640,HVAC,Block C,Critical,7.5,4,226,4,0,4,13.7,1
AST-0641,Lab Equipment,Girls Hostel,Low,4.3,2,250,2,0,4,4.4,1
AST-0642,Plumbing,Auditorium,Medium,0.5,0,357,4,0,1,15,0
AST-0643,Elevator,Auditorium,High,9.6,4,252,0,0,3,13.5,1
AST-0644,Electrical,Block A,Critical,8.2,4,128,4,1,5,23.4,1
AST-0645,Elevator,Science Block,Critical,2.4,0,28,0,0,2,7.2,1
AST-0646,Furniture,Main Library,High,3.2,2,250,1,0,1,19.6,1
AST-0647,Plumbing,Block B,High,3.5,1,154,3,1,1,14.2,1
AST-0648,Plumbing,Block B,Critical,1,1,230,4,1,3,7.2,1
AST-0649,Lab Equipment,Girls Hostel,High,6.7,3,248,4,0,4,6.4,0
AST-0650,Security/CCTV,Science Block,Critical,6.2,3,341,4,0,1,15.4,1
AST-0651,Plumbing,Boys Hostel,Medium,5.5,2,256,1,0,4,4.7,1
AST-0652,Elevator,Boys Hostel,High,0.8,2,266,1,2,4,17.6,1
AST-0653,HVAC,Main Library,Low,7.7,4,347,2,1,2,7.3,1
AST-0654,Lab Equipment,Science Block,High,3.2,2,202,2,0,4,10.3,1
AST-0655,Electrical,Auditorium,Low,2.5,2,253,0,0,4,9.9,0
AST-0656,HVAC,Girls Hostel,Critical,8.9,6,215,4,1,3,4.8,1
AST-0657,Plumbing,Girls Hostel,Low,7.9,3,241,0,0,1,7.8,0
AST-0658,Electrical,Auditorium,Critical,1.2,1,20,0,1,3,10.5,0
AST-0659,Furniture,Block C,Medium,2.8,0,123,1,0,3,23.3,0
AST-0660,Lab Equipment,Science Block,Critical,9.8,4,301,3,0,4,6,1
AST-0661,HVAC,Science Block,Medium,5.3,3,163,2,1,4,5.5,1
AST-0662,Lab Equipment,Boys Hostel,Critical,4.6,3,262,4,0,4,4.6,1
AST-0663,Elevator,Girls Hostel,Critical,8,3,211,3,0,4,5.5,1
AST-0664,HVAC,Science Block,High,9.4,6,148,1,0,3,9.8,1
AST-0665,HVAC,Girls Hostel,High,7.3,4,45,0,1,3,8.2,1
AST-0666,HVAC,Science Block,High,3.1,1,212,3,0,4,4.2,1
AST-0667,Plumbing,Block A,Critical,6.3,4,82,0,2,2,23.1,1
AST-0668,Plumbing,Block B,High,6.2,3,105,2,0,1,21.6,1
AST-0669,Plumbing,Block C,Medium,8.6,5,142,2,0,3,11.2,1
AST-0670,Furniture,Science Block,Low,1.8,2,31,0,0,1,4.5,0
AST-0671,Plumbing,Science Block,Low,3.1,1,138,0,0,1,12.6,1
AST-0672,HVAC,Boys Hostel,Low,6.9,4,243,0,0,2,10.4,1
AST-0673,Plumbing,Block C,Critical,2.3,2,51,0,0,4,11,1
AST-0674,Plumbing,Girls Hostel,High,9.9,6,111,0,1,2,5.4,1
AST-0675,Security/CCTV,Science Block,High,5.1,4,339,3,0,2,6.6,1
AST-0676,Electrical,Science Block,Critical,4.2,2,311,4,0,4,7.2,1
AST-0677,Civil,Auditorium,Critical,1.8,0,176,2,0,4,22.2,1
AST-0678,Security/CCTV,Block B,Low,4.4,1,184,2,0,5,13.5,0
AST-0679,Electrical,Block C,Critical,8,5,329,3,0,1,16.3,1
AST-0680,Plumbing,Block C,Medium,0.9,2,66,3,0,3,20.6,0
AST-0681,Electrical,Block C,High,1.1,0,288,4,1,3,18.3,1
AST-0682,HVAC,Main Library,High,7.4,5,322,3,2,4,19.8,1
AST-0683,Plumbing,Boys Hostel,Low,4.8,2,255,1,0,3,16.6,0
AST-0684,Plumbing,Boys Hostel,Low,2.3,0,73,3,1,1,11.8,0
AST-0685,Elevator,Boys Hostel,High,9.5,4,39,1,0,4,23.6,1
AST-0686,Security/CCTV,Block B,High,8.3,5,96,4,1,3,20.9,1
AST-0687,Civil,Block B,Critical,3.3,2,185,3,0,4,18,1
AST-0688,Furniture,Main Library,Medium,4.1,3,299,3,0,3,10.5,1
AST-0689,Civil,Auditorium,Low,8.3,4,330,0,1,5,8.6,1
AST-0690,Plumbing,Block A,High,10,5,41,4,0,5,7.5,1
AST-0691,Plumbing,Block B,Medium,4.2,2,75,1,0,1,6.1,0
AST-0692,Security/CCTV,Block B,Low,1.5,2,208,2,0,3,20.4,1
AST-0693,HVAC,Girls Hostel,Critical,2.6,1,105,0,0,2,20.6,0
